Date,Machine_ID,Problem_Type,Service_Status,Cost,Hours
2024-11-08,MCH-9966,Software Crash,Cancelled,36643.33,6
2025-05-01,MCH-4853,Sensor Error,Cancelled,19097.31,7
2025-01-22,MCH-9974,Leakage,In Progress,5881.64,5
2023-11-05,MCH-8279,Wear and Tear,Pending,47543.78,3
2021-01-12,MCH-3187,Leakage,Cancelled,33894.71,11
2025-07-22,MCH-1604,Software Crash,Pending,34046.5,5
2022-05-21,MCH-6599,Overheating,Completed,2659.96,3
2024-09-14,MCH-9210,Software Crash,Cancelled,46180.22,7
2025-10-16,MCH-5200,Overheating,Completed,10177.86,9
2022-06-01,MCH-2621,Power Failure,Cancelled,24341.83,8
2024-06-23,MCH-2858,Sensor Error,Completed,12242.81,4
2025-01-08,MCH-6931,Leakage,Pending,5566.79,5
2021-07-22,MCH-1047,Calibration Issue,Pending,40527.67,10
2023-03-03,MCH-3261,Sensor Error,Cancelled,29196.05,8
2023-11-15,MCH-4604,Calibration Issue,Cancelled,22047.8,5
2020-05-06,MCH-8400,Software Crash,Pending,3476.0,11
2021-10-05,MCH-9438,Leakage,Completed,36414.39,12
2025-08-06,MCH-9247,Overheating,In Progress,10146.65,12
2024-04-17,MCH-8560,Sensor Error,In Progress,10775.22,2
2020-11-03,MCH-8224,Software Crash,Completed,37568.94,3
2025-08-24,MCH-1703,Sensor Error,Completed,2543.45,10
2020-02-04,MCH-7598,Leakage,In Progress,19335.09,10
2024-04-10,MCH-9155,Power Failure,In Progress,1130.52,2
2020-02-22,MCH-2191,Leakage,Pending,29811.33,3
2023-01-02,MCH-4482,Leakage,Completed,18293.11,10
2020-12-28,MCH-4459,Overheating,In Progress,20172.93,5
2021-11-07,MCH-6440,Calibration Issue,In Progress,30203.23,9
2025-07-17,MCH-6117,Mechanical Jam,Cancelled,24598.65,3
2022-10-12,MCH-1521,Power Failure,Completed,22730.98,1
2021-03-02,MCH-5741,Software Crash,Pending,10532.11,10
2025-01-08,MCH-4985,Power Failure,Completed,45837.88,7
2025-02-18,MCH-4382,Wear and Tear,In Progress,37339.33,9
2020-02-01,MCH-5409,Mechanical Jam,In Progress,17479.77,12
2025-12-10,MCH-3786,Sensor Error,Cancelled,1053.56,2
2024-03-16,MCH-7171,Overheating,Cancelled,22769.61,12
2023-09-06,MCH-4066,Software Crash,In Progress,2973.94,1
2020-07-12,MCH-1497,Mechanical Jam,In Progress,7940.08,11
2020-07-30,MCH-2427,Power Failure,In Progress,23248.72,6
2023-03-30,MCH-7951,Calibration Issue,Completed,43694.13,9
2022-11-10,MCH-6942,Calibration Issue,Completed,25625.65,8
2021-04-02,MCH-1745,Sensor Error,Cancelled,45612.39,10
2023-06-20,MCH-5277,Calibration Issue,In Progress,30747.85,6
2020-09-17,MCH-7866,Power Failure,In Progress,20902.17,3
2024-01-06,MCH-3781,Leakage,Completed,24817.61,1
2025-03-28,MCH-1139,Calibration Issue,In Progress,26396.61,2
2020-02-07,MCH-8430,Power Failure,Pending,24131.19,7
2023-02-03,MCH-7798,Overheating,Completed,5609.15,12
2021-10-18,MCH-1267,Sensor Error,Completed,35860.66,8
2021-07-27,MCH-3714,Mechanical Jam,Cancelled,6857.09,12
2020-03-24,MCH-9750,Sensor Error,Cancelled,5802.13,1
2021-05-22,MCH-4425,Mechanical Jam,In Progress,40234.41,11
2021-11-13,MCH-9841,Wear and Tear,Completed,17473.42,5
2024-10-11,MCH-3420,Overheating,Pending,14681.2,11
2021-06-25,MCH-7950,Power Failure,In Progress,6579.16,5
2025-01-25,MCH-4803,Overheating,Completed,35940.16,2
2023-03-12,MCH-9160,Wear and Tear,Cancelled,12410.77,7
2021-08-02,MCH-7336,Calibration Issue,Completed,39559.12,7
2022-01-06,MCH-5264,Mechanical Jam,Completed,47740.94,11
2023-01-12,MCH-9577,Power Failure,Completed,27314.56,2
2021-02-28,MCH-2644,Wear and Tear,Completed,10047.05,2
2023-09-28,MCH-8476,Leakage,Cancelled,38076.29,7
2023-01-27,MCH-1140,Power Failure,Pending,6530.92,12
2024-05-08,MCH-2256,Leakage,Cancelled,25722.5,7
2020-05-13,MCH-4108,Mechanical Jam,Cancelled,25856.32,3
2023-11-15,MCH-5822,Software Crash,Pending,18651.77,6
2024-01-26,MCH-4074,Wear and Tear,Completed,43250.87,5
2021-04-08,MCH-1224,Mechanical Jam,Completed,17634.54,6
2023-09-02,MCH-4374,Calibration Issue,Completed,2424.82,8
2020-04-01,MCH-7356,Leakage,Completed,35347.7,8
2020-11-05,MCH-1789,Overheating,Pending,20865.0,11
2020-05-20,MCH-5202,Leakage,In Progress,36781.54,2
2022-11-23,MCH-7946,Software Crash,Cancelled,43035.22,7
2021-07-23,MCH-8383,Power Failure,Cancelled,15260.35,2
2022-10-24,MCH-9816,Calibration Issue,In Progress,20125.78,7
2021-02-15,MCH-9898,Leakage,In Progress,32280.18,5
2020-05-05,MCH-6440,Wear and Tear,Pending,12850.63,1
2021-08-16,MCH-5747,Calibration Issue,In Progress,32147.44,6
2021-06-20,MCH-3329,Sensor Error,Pending,43019.85,1
2022-07-04,MCH-7317,Calibration Issue,Completed,49479.74,3
2023-01-26,MCH-8324,Software Crash,Cancelled,9194.31,11
2025-05-18,MCH-5693,Software Crash,Completed,4259.01,4
2025-03-24,MCH-2022,Sensor Error,Cancelled,43359.47,10
2025-12-29,MCH-2612,Wear and Tear,Pending,37608.61,11
2024-05-09,MCH-3079,Calibration Issue,Pending,46010.82,12
2024-05-24,MCH-1769,Overheating,In Progress,46180.32,8
2024-05-21,MCH-6474,Wear and Tear,Cancelled,43592.28,12
2025-09-07,MCH-5690,Mechanical Jam,Completed,44173.77,8
2020-03-19,MCH-9676,Calibration Issue,Cancelled,26650.12,11
2020-12-31,MCH-3601,Software Crash,In Progress,27597.37,10
2022-05-03,MCH-5187,Leakage,Completed,44299.04,5
2020-05-06,MCH-4989,Software Crash,Pending,33476.57,5
2025-02-19,MCH-4203,Leakage,Completed,16695.74,4
2022-07-15,MCH-6540,Software Crash,Completed,34364.83,10
2024-02-25,MCH-4150,Calibration Issue,Completed,23383.66,4
2025-05-01,MCH-5841,Calibration Issue,Pending,11073.31,9
2025-01-15,MCH-7130,Sensor Error,Completed,32866.4,9
2021-01-29,MCH-3859,Calibration Issue,Pending,15623.41,9
2024-01-09,MCH-4449,Wear and Tear,Pending,13181.66,4
2025-02-08,MCH-4093,Wear and Tear,In Progress,24532.05,6
2025-09-04,MCH-1431,Overheating,Pending,6849.67,2
2025-08-29,MCH-5239,Software Crash,Cancelled,47063.63,12
2024-10-11,MCH-1667,Sensor Error,Cancelled,41739.92,3
2022-04-22,MCH-6501,Sensor Error,Completed,40380.36,4
2022-01-24,MCH-8016,Calibration Issue,Completed,11214.28,5
2023-09-18,MCH-1013,Leakage,Pending,35582.02,12
2021-07-16,MCH-5228,Software Crash,In Progress,5962.5,11
2024-02-15,MCH-9197,Calibration Issue,Pending,35679.95,1
2024-04-19,MCH-4118,Wear and Tear,Cancelled,8171.74,3
2022-04-04,MCH-3370,Power Failure,Cancelled,2203.66,10
2023-12-17,MCH-7262,Sensor Error,Completed,22536.66,12
2025-07-03,MCH-3848,Wear and Tear,Cancelled,38697.13,1
2025-06-20,MCH-4568,Leakage,Completed,37842.72,8
2023-02-23,MCH-2629,Power Failure,In Progress,37586.09,5
2022-10-20,MCH-3135,Overheating,Cancelled,7813.38,3
2022-03-29,MCH-1893,Sensor Error,Pending,40668.09,11
2024-01-11,MCH-2732,Leakage,Completed,15624.86,1
2023-04-22,MCH-3207,Wear and Tear,Pending,19355.7,8
2021-06-02,MCH-6676,Mechanical Jam,Completed,31862.47,9
2020-12-26,MCH-6106,Sensor Error,Completed,12047.12,6
2023-05-23,MCH-9252,Overheating,Completed,35678.71,7
2020-01-03,MCH-4262,Leakage,Completed,32766.18,7
2021-06-06,MCH-3653,Power Failure,Cancelled,37279.44,1
2022-05-20,MCH-8772,Mechanical Jam,Cancelled,48544.79,7
2024-04-16,MCH-9283,Software Crash,Cancelled,17671.07,10
2024-06-10,MCH-9800,Power Failure,Completed,16121.2,4
2023-12-17,MCH-9483,Sensor Error,Completed,23956.34,12
2023-09-27,MCH-6736,Power Failure,In Progress,16848.48,9
2022-08-28,MCH-7300,Sensor Error,Cancelled,12171.03,4
2022-06-27,MCH-4085,Calibration Issue,In Progress,42142.6,9
2021-06-22,MCH-1272,Power Failure,Pending,14938.1,10
2023-06-28,MCH-4025,Software Crash,In Progress,24605.74,2
2022-02-05,MCH-8660,Mechanical Jam,Cancelled,12636.9,10
2024-12-10,MCH-7997,Sensor Error,Cancelled,7833.97,6
2023-08-27,MCH-6722,Power Failure,Cancelled,12971.15,1
2020-07-19,MCH-3790,Calibration Issue,Cancelled,44148.41,7
2022-02-06,MCH-1381,Overheating,Cancelled,20385.0,6
2022-04-27,MCH-9871,Power Failure,In Progress,12779.24,11
2023-08-02,MCH-9831,Calibration Issue,In Progress,21993.06,8
2025-06-03,MCH-9729,Leakage,Completed,24323.29,6
2021-04-18,MCH-1197,Mechanical Jam,Cancelled,28063.81,10
2022-04-13,MCH-9548,Overheating,Pending,43214.76,3
2020-03-18,MCH-5239,Calibration Issue,Cancelled,27983.94,7
2020-03-27,MCH-4989,Software Crash,Completed,1773.71,5
2020-08-02,MCH-6244,Calibration Issue,Pending,44541.87,10
2024-06-23,MCH-2701,Software Crash,In Progress,1916.68,8
2025-02-08,MCH-3960,Mechanical Jam,Pending,40328.83,9
2020-05-30,MCH-2642,Software Crash,Pending,44440.9,9
2020-01-14,MCH-2982,Wear and Tear,Cancelled,34954.36,8
2024-08-04,MCH-1732,Leakage,Completed,46814.31,5
2021-05-18,MCH-4735,Power Failure,Pending,2996.98,6
2022-01-20,MCH-4502,Mechanical Jam,Cancelled,11214.55,10
2021-10-09,MCH-9546,Overheating,In Progress,46269.55,7
2022-10-16,MCH-8871,Sensor Error,In Progress,49212.1,7
2023-06-29,MCH-9039,Wear and Tear,Cancelled,5245.4,4
2025-07-21,MCH-4141,Mechanical Jam,Completed,20480.51,1
2021-10-17,MCH-7065,Software Crash,Completed,37858.13,7
2024-08-10,MCH-1636,Software Crash,In Progress,11170.03,5
2020-08-14,MCH-9783,Software Crash,In Progress,27679.56,2
2024-08-09,MCH-5114,Mechanical Jam,Pending,8269.61,10
2022-12-10,MCH-8896,Leakage,Pending,32524.88,8
2021-08-15,MCH-3137,Leakage,Pending,23130.6,3
2024-08-27,MCH-1469,Wear and Tear,In Progress,19752.02,11
2022-04-30,MCH-9760,Sensor Error,Pending,18914.99,4
2024-11-17,MCH-7485,Sensor Error,Cancelled,34968.45,3
2021-09-01,MCH-7063,Wear and Tear,Completed,26388.23,1
2020-05-19,MCH-5850,Power Failure,Cancelled,5743.21,6
2021-09-04,MCH-2104,Power Failure,In Progress,41234.37,8
2025-02-23,MCH-5179,Power Failure,In Progress,44641.19,9
2022-11-27,MCH-5319,Power Failure,Completed,34329.11,12
2022-04-08,MCH-5463,Overheating,Pending,3852.19,3
2024-12-19,MCH-6075,Software Crash,In Progress,724.76,1
2021-10-04,MCH-3826,Software Crash,Completed,10597.25,9
2024-03-28,MCH-8254,Wear and Tear,Pending,13407.09,2
2021-07-29,MCH-2614,Sensor Error,Pending,3556.67,3
2022-06-23,MCH-9153,Overheating,Cancelled,17763.97,2
2020-05-25,MCH-6211,Overheating,Cancelled,31152.0,2
2023-05-08,MCH-3282,Wear and Tear,In Progress,25921.86,2
2021-11-10,MCH-2913,Wear and Tear,In Progress,12935.18,3
2022-09-11,MCH-4439,Mechanical Jam,In Progress,2376.54,2
2020-12-14,MCH-9949,Overheating,Pending,36379.43,6
2025-08-12,MCH-1857,Wear and Tear,In Progress,5316.49,2
2022-08-16,MCH-9013,Wear and Tear,Cancelled,46933.55,11
2022-06-25,MCH-5179,Mechanical Jam,Completed,19732.48,2
2021-06-21,MCH-2976,Overheating,Cancelled,17531.98,10
2023-03-14,MCH-9042,Software Crash,Cancelled,4578.08,6
2023-01-03,MCH-3405,Sensor Error,In Progress,3467.85,7
2021-02-03,MCH-6987,Calibration Issue,Cancelled,14312.11,9
2025-08-30,MCH-1315,Leakage,Completed,5733.4,7
2024-07-26,MCH-6982,Leakage,Completed,12580.8,7
2023-03-06,MCH-5950,Software Crash,In Progress,9365.83,2
2020-01-15,MCH-9505,Leakage,Cancelled,7574.2,11
2023-05-10,MCH-2088,Overheating,In Progress,15316.95,7
2025-11-12,MCH-4009,Leakage,In Progress,22262.15,10
2023-03-15,MCH-5261,Software Crash,In Progress,44713.72,7
2021-02-22,MCH-2258,Power Failure,Completed,45517.79,12
2021-03-24,MCH-4120,Calibration Issue,In Progress,10304.89,4
2025-08-29,MCH-4953,Wear and Tear,Cancelled,40304.64,1
2022-09-15,MCH-3211,Calibration Issue,In Progress,5694.88,7
2024-04-03,MCH-5121,Wear and Tear,Pending,10279.11,12
2020-01-22,MCH-6443,Leakage,Pending,14206.02,1
2023-12-30,MCH-1548,Wear and Tear,Pending,19368.19,6
2022-05-03,MCH-5578,Calibration Issue,In Progress,49269.7,8
2024-11-05,MCH-4793,Mechanical Jam,Completed,31954.84,4
2022-07-13,MCH-9916,Power Failure,In Progress,7931.61,4
2024-11-28,MCH-4712,Wear and Tear,Pending,49360.72,7
2025-01-05,MCH-1649,Power Failure,Pending,22568.23,8
2024-07-17,MCH-1095,Leakage,Cancelled,46649.75,3
2025-03-27,MCH-9568,Overheating,In Progress,11882.2,1
2022-02-21,MCH-1262,Wear and Tear,Pending,15389.87,2
2023-02-08,MCH-3390,Leakage,In Progress,10885.39,11
2021-10-21,MCH-8197,Calibration Issue,In Progress,18422.23,11
2022-07-27,MCH-8994,Mechanical Jam,Cancelled,31038.15,3
2021-12-29,MCH-6195,Leakage,Completed,48803.73,12
2024-06-22,MCH-6363,Wear and Tear,In Progress,12628.04,5
2024-01-09,MCH-4066,Calibration Issue,Completed,41936.08,3
2025-01-07,MCH-1539,Software Crash,Cancelled,28138.55,10
2025-09-26,MCH-4192,Leakage,In Progress,35221.76,8
2025-01-12,MCH-7996,Calibration Issue,Completed,13329.32,5
2022-10-12,MCH-2261,Overheating,In Progress,1960.85,1
2023-05-07,MCH-6010,Wear and Tear,Pending,48938.25,7
2025-03-29,MCH-2809,Leakage,Pending,21128.49,9
2022-07-11,MCH-6268,Leakage,Completed,18549.43,9
2023-01-02,MCH-3161,Mechanical Jam,Cancelled,39445.09,9
2022-07-09,MCH-4267,Wear and Tear,Cancelled,32983.71,4
2024-02-03,MCH-8002,Wear and Tear,In Progress,10075.35,5
2023-12-10,MCH-2769,Mechanical Jam,Pending,1735.35,4
2024-08-08,MCH-1060,Power Failure,Cancelled,17994.98,9
2025-09-21,MCH-2715,Wear and Tear,Completed,27141.2,9
2025-07-13,MCH-6176,Software Crash,Completed,2415.74,6
2022-11-06,MCH-2664,Sensor Error,In Progress,12458.25,6
2025-06-03,MCH-7537,Power Failure,Completed,43850.68,7
2021-12-01,MCH-2469,Sensor Error,Pending,40402.26,4
2024-08-07,MCH-4903,Calibration Issue,Completed,48627.37,9
2024-06-18,MCH-3569,Software Crash,In Progress,1270.69,12
2022-02-23,MCH-4291,Overheating,In Progress,17869.71,2
2022-09-19,MCH-1929,Power Failure,Completed,34716.36,7
2025-12-04,MCH-2496,Sensor Error,In Progress,19608.84,2
2021-09-05,MCH-2423,Calibration Issue,Completed,37943.62,5
2024-01-09,MCH-8230,Leakage,In Progress,31998.79,11
2024-12-24,MCH-7076,Power Failure,In Progress,20348.8,11
2023-06-28,MCH-3919,Overheating,Cancelled,8219.91,10
2022-04-01,MCH-5847,Sensor Error,In Progress,18525.2,2
2020-03-15,MCH-7848,Power Failure,Pending,19847.34,12
2025-11-14,MCH-3557,Power Failure,Pending,7421.24,8
2023-05-01,MCH-3512,Software Crash,In Progress,47963.81,2
2021-01-01,MCH-3470,Wear and Tear,Completed,33226.3,6
2023-04-15,MCH-1236,Mechanical Jam,Pending,34201.31,11
2021-08-27,MCH-6031,Sensor Error,In Progress,34935.99,9
2025-10-29,MCH-4148,Power Failure,Cancelled,15809.18,8
2021-01-19,MCH-6772,Overheating,Completed,13426.72,4
2022-03-26,MCH-8932,Mechanical Jam,In Progress,34334.2,4
2020-11-05,MCH-3160,Calibration Issue,Cancelled,23614.92,8
2023-07-09,MCH-3765,Power Failure,Cancelled,16012.83,12
2023-02-01,MCH-3964,Calibration Issue,Pending,34806.78,7
2020-03-06,MCH-5133,Overheating,Completed,47714.7,8
2025-05-11,MCH-8817,Wear and Tear,Completed,24394.12,8
2024-10-05,MCH-6126,Calibration Issue,Completed,10149.84,7
2021-03-02,MCH-9647,Leakage,Pending,28761.9,8
2022-07-17,MCH-5648,Calibration Issue,Pending,21418.81,1
2023-10-12,MCH-2894,Overheating,In Progress,29087.35,10
2022-09-27,MCH-1410,Mechanical Jam,Completed,15962.53,2
2023-06-29,MCH-5559,Sensor Error,In Progress,11484.37,5
2023-01-18,MCH-8229,Power Failure,In Progress,25502.69,12
2025-12-22,MCH-2289,Power Failure,Completed,39868.87,5
2022-05-11,MCH-3437,Software Crash,Pending,2754.1,5
2025-03-09,MCH-2416,Wear and Tear,In Progress,15780.27,5
2025-04-01,MCH-4910,Software Crash,In Progress,19775.7,12
2020-09-30,MCH-9409,Mechanical Jam,Pending,19396.54,7
2022-03-17,MCH-4753,Wear and Tear,Completed,30481.84,1
2024-07-18,MCH-9051,Sensor Error,Pending,10463.32,9
2022-10-28,MCH-6325,Software Crash,In Progress,14313.91,8
2024-12-18,MCH-3683,Wear and Tear,In Progress,33492.95,12
2023-10-04,MCH-3217,Power Failure,In Progress,31588.92,11
2025-03-18,MCH-7173,Mechanical Jam,Pending,9124.07,2
2023-01-24,MCH-8991,Sensor Error,In Progress,31409.73,7
2024-04-16,MCH-1036,Calibration Issue,In Progress,28577.9,6
2022-03-13,MCH-8393,Power Failure,In Progress,44030.89,11
2023-11-30,MCH-6298,Overheating,In Progress,28774.09,10
2020-02-17,MCH-8549,Wear and Tear,Completed,49735.26,2
2023-10-04,MCH-5348,Leakage,In Progress,27970.94,6
2024-05-30,MCH-5301,Software Crash,Cancelled,47660.83,2
2020-01-22,MCH-3515,Mechanical Jam,In Progress,2599.14,2
2022-05-28,MCH-1830,Overheating,Pending,7270.09,11
2021-01-01,MCH-7239,Software Crash,Completed,42419.78,10
2020-07-30,MCH-5607,Power Failure,Completed,20206.97,8
2023-12-11,MCH-3465,Power Failure,Cancelled,9126.35,5
2022-11-23,MCH-9760,Overheating,Completed,45912.99,2
2022-03-09,MCH-1266,Software Crash,In Progress,10745.06,1
2023-08-07,MCH-2788,Calibration Issue,Completed,35668.38,8
2025-02-22,MCH-7239,Calibration Issue,Cancelled,32256.39,12
2023-09-04,MCH-9970,Software Crash,In Progress,29615.25,4
2025-03-14,MCH-7496,Calibration Issue,Completed,7257.27,11
2021-06-24,MCH-8694,Software Crash,Completed,32568.51,6
2023-12-23,MCH-6766,Sensor Error,In Progress,2465.9,7
2025-08-07,MCH-9283,Mechanical Jam,In Progress,8123.63,6
2025-01-25,MCH-2212,Calibration Issue,Completed,16353.69,8
2024-01-21,MCH-1953,Mechanical Jam,Cancelled,39120.51,3
2022-09-05,MCH-3088,Mechanical Jam,Pending,15642.12,6
2025-12-18,MCH-6785,Software Crash,In Progress,49979.87,7
2021-04-04,MCH-5194,Leakage,In Progress,29460.6,4
2023-11-13,MCH-4896,Calibration Issue,Pending,24829.72,10
2025-12-16,MCH-6555,Sensor Error,In Progress,10596.69,12
2020-08-22,MCH-3537,Overheating,Pending,26671.27,2
2024-08-05,MCH-9030,Calibration Issue,In Progress,41521.86,3
2022-05-03,MCH-8280,Mechanical Jam,Completed,8996.79,5
2024-10-30,MCH-1329,Mechanical Jam,In Progress,38842.58,10
2021-06-22,MCH-4467,Power Failure,Pending,41373.52,4
2022-05-02,MCH-1302,Wear and Tear,In Progress,14956.44,9
2022-03-10,MCH-4902,Overheating,Completed,33580.49,8
2025-08-20,MCH-2681,Leakage,Cancelled,21771.43,10
2025-07-15,MCH-5612,Software Crash,Cancelled,9358.31,12
2023-10-15,MCH-9607,Wear and Tear,In Progress,10874.03,9
2021-04-30,MCH-7405,Calibration Issue,Cancelled,16250.81,5
2020-04-13,MCH-2507,Mechanical Jam,Cancelled,24190.84,1
2022-07-19,MCH-1152,Software Crash,In Progress,10974.95,6
2021-07-22,MCH-1047,Sensor Error,Completed,10836.68,3
2020-05-06,MCH-6254,Sensor Error,Pending,36047.34,11
2021-06-15,MCH-2152,Power Failure,Cancelled,36380.37,12
2021-03-26,MCH-6800,Wear and Tear,In Progress,47632.52,3
2022-03-17,MCH-8962,Sensor Error,Completed,15453.9,8
2025-06-20,MCH-7900,Overheating,Completed,46083.34,11
2023-09-24,MCH-7212,Sensor Error,Cancelled,34084.88,11
2023-03-14,MCH-1534,Mechanical Jam,Cancelled,26576.22,5
2022-03-03,MCH-9601,Calibration Issue,Pending,39467.9,6
2025-03-13,MCH-6939,Mechanical Jam,In Progress,30471.56,10
2024-12-05,MCH-4649,Wear and Tear,Pending,27967.41,4
2023-06-20,MCH-2307,Software Crash,Completed,19040.67,7
2022-09-01,MCH-9014,Overheating,Cancelled,24619.15,2
2020-09-29,MCH-5723,Sensor Error,In Progress,10062.07,9
2021-10-02,MCH-5233,Software Crash,Completed,2740.24,2
2025-11-17,MCH-2508,Software Crash,Cancelled,19186.69,6
2023-04-02,MCH-9385,Power Failure,Pending,45096.17,6
2025-12-27,MCH-1691,Power Failure,Pending,4958.17,4
2023-03-06,MCH-8361,Calibration Issue,Pending,6485.5,7
2024-10-06,MCH-3319,Power Failure,Pending,40048.89,8
2022-09-10,MCH-9360,Software Crash,Pending,17422.78,7
2024-02-27,MCH-9128,Wear and Tear,Cancelled,18960.0,10
2024-12-17,MCH-1690,Leakage,Cancelled,45995.4,8
2020-08-25,MCH-3318,Power Failure,Pending,8544.67,8
2021-05-12,MCH-1876,Leakage,Completed,15673.97,9
2022-10-15,MCH-2877,Power Failure,Cancelled,16835.49,1
2024-07-17,MCH-5611,Overheating,Pending,23450.24,2
2025-06-29,MCH-2645,Calibration Issue,Pending,19898.6,12
2025-11-09,MCH-9726,Sensor Error,Completed,26407.26,11
2024-01-15,MCH-4160,Leakage,Pending,14800.66,12
2023-02-12,MCH-6205,Sensor Error,In Progress,30497.09,8
2020-03-17,MCH-2719,Leakage,Completed,3489.98,5
2024-09-27,MCH-5341,Power Failure,Completed,26137.25,11
2021-02-06,MCH-5099,Power Failure,Pending,19566.5,9
2023-06-26,MCH-8008,Sensor Error,Pending,48165.58,4
2023-01-05,MCH-8465,Sensor Error,Completed,13661.1,10
2021-02-04,MCH-3218,Leakage,Completed,23441.02,10
2021-03-25,MCH-3287,Calibration Issue,In Progress,32397.15,11
2025-07-24,MCH-3134,Software Crash,In Progress,42244.92,7
2020-05-17,MCH-1770,Calibration Issue,Cancelled,6432.2,8
2021-12-17,MCH-3800,Calibration Issue,In Progress,39343.92,5
2023-03-24,MCH-7493,Overheating,Completed,12566.17,1
2021-11-17,MCH-6710,Sensor Error,Pending,42829.66,10
2025-03-23,MCH-9962,Wear and Tear,In Progress,20193.55,5
2022-01-07,MCH-2240,Software Crash,Cancelled,45977.81,11
2025-08-02,MCH-9602,Software Crash,Pending,10910.97,6
2021-04-14,MCH-5291,Overheating,Completed,31017.66,4
2024-07-09,MCH-1535,Sensor Error,In Progress,28403.94,3
2020-10-29,MCH-3010,Power Failure,Pending,4422.38,5
2020-12-25,MCH-4791,Software Crash,Cancelled,46388.16,3
2025-01-01,MCH-1224,Wear and Tear,Cancelled,7944.29,8
2020-12-19,MCH-9113,Software Crash,In Progress,35170.36,8
2022-11-01,MCH-6191,Power Failure,Completed,49966.45,12
2021-10-16,MCH-3318,Software Crash,In Progress,8202.36,3
2024-11-11,MCH-9157,Calibration Issue,Cancelled,4881.14,12
2020-07-21,MCH-9093,Calibration Issue,Pending,33380.44,9
2021-09-17,MCH-1953,Wear and Tear,Cancelled,14393.0,5
2023-01-13,MCH-1907,Calibration Issue,Cancelled,17727.77,1
2022-11-09,MCH-3315,Software Crash,Pending,18521.39,3
2025-02-24,MCH-4928,Overheating,Cancelled,24259.0,1
2023-10-31,MCH-9187,Sensor Error,Cancelled,31231.81,7
2025-10-05,MCH-7757,Sensor Error,Cancelled,40944.44,3
2024-01-24,MCH-5655,Sensor Error,In Progress,17803.48,4
2021-10-21,MCH-9879,Software Crash,Completed,3233.02,1
2021-11-13,MCH-5220,Wear and Tear,In Progress,6715.96,2
2025-10-07,MCH-4740,Power Failure,Completed,27671.13,10
2021-02-25,MCH-4098,Software Crash,Cancelled,35996.09,12
2025-07-06,MCH-1500,Sensor Error,Pending,43154.1,5
2023-11-02,MCH-1478,Software Crash,Cancelled,45537.29,4
2023-05-22,MCH-2796,Overheating,Pending,24428.21,10
2021-06-30,MCH-4173,Software Crash,Completed,31105.11,5
2024-06-15,MCH-9214,Overheating,Cancelled,46095.22,8
2024-01-02,MCH-2853,Calibration Issue,Completed,26206.06,2
2025-07-13,MCH-6707,Wear and Tear,Completed,21128.98,7
2020-07-03,MCH-7438,Calibration Issue,In Progress,32771.92,3
2025-04-25,MCH-5159,Sensor Error,Completed,48920.54,12
2025-02-04,MCH-7059,Calibration Issue,Pending,19782.28,10
2021-08-08,MCH-6505,Leakage,In Progress,1618.4,10
2023-10-14,MCH-7815,Sensor Error,In Progress,31438.97,8
